Name	Tier	Activation	Ranked	Text	Source	From	Depreciated
Death Rage	4	Passive	No	Your character adds +2 damage to melee attacks for each Critical Injury they are currently suffering. (Your GM may also impost additional penalties on social skill checks your character makes if they are suffering Critical Injuries due to their frenzied behavior.)	ROT	Death Rage	
Defensive	4	Passive	Yes	Each rank of Defensive increases your character’s melee defense and ranged defense by one.	GCRB	Defensive	
Defensive Driving	4	Passive	Yes	Increase the defense of any vehicle your character pilots by one per rank of Defensive Driving. The specifics of this talent require the optional vehicle rules, on page 220. If your game does not use these rules, this talent adds [SE] per rank to combat checks targeting your character’s vehicle or your character while piloting it.	GCRB	Defensive Driving	
Deflection	4	Active (Incidental, Out of Turn)	No	Your character must have purchased the Reflect talent to benefit from this talent. After using Reflect, may spend 1 Story Point to perform Move maneuver as out-of-turn incidental to close distance with or engage opponent.	FCRB	Djem So Deflection	
Discredit	4	Active (Action)	No	Once per encounter, take the Discredit action, make a Hard (◆◆◆) Deception check to upgrade the difficulty of one character's social checks once, plus once for every [AD][AD], until the end of the encounter.	DA	Discredit	
Distracting Behavior (Improved)	4	Passive	No	Your character must have purchased the Distracting Behavior talent to benefit from this talent. The Distracting Behavior maneuver inflicts [TH][TH] on NPC's checks when NPC's target character's allies.	FH	Distracting Behavior (Improved)	
Don't Shoot!	4	Active (Action)	No	Once per session as an action, make a Hard (◆◆◆) Charm check. On a success, cannot be target of combat checks until the end of the encounter or until making a combat check.	FC	Don't Shoot!	
Double or Nothing (Improved)	4	Passive	No	Your character must have purchased the Double or Nothing talent to benefit from this talent. When performing the Double or Nothing incidental, after canceling opposing symbols, also double the amount of remaining [SU].	FC	Double or Nothing (Improved)	
Double-Talk	4	Passive	No	Spend [AD][AD] or [TR] from a successful Charm or Deception check to disorient a number of opponents within short range equal to your character's Presence for the remainder of the round and the next two rounds.	DOR	Double-Talk	
Enduring	4	Passive	Yes	Each rank of Enduring increases your character’s soak value by one.	GCRB	Enduring	
Field Commander (Improved)	4	Passive	No	Your character must have purchased the Field Commander talent to benefit from this talent. When your character uses the Field Commander talent, your character affects a number of allies equal to twice the character’s Presence. In addition, you may spend [TR] to allow one ally to suffer 1 strain to perform an action, instead of a maneuver.	GCRB	Field Commander (Improved)	
Formation Tactics (Improved)	4	Passive	No	Reduce the difficulty of Formation Tactics to average. Spend [TR] or [AD][AD][AD][AD][AD][AD] to have the effect last until the end of the encounter.	DOR	Formation Tactics (Improved)	
Fortune Favors the Bold	4	Active (Incidental)	No	Once per session as an incidental, suffer 2 strain to flip one GM Story Point to a Player Story Point.	FC	Fortune Favors the Bold	
Full Throttle (Improved)	4	Active (Action)	No	Your character must have purchased the Full Throttle talent to benefit from this talent. Suffer 1 strain to attempt Full Throttle as a maneuver and decrease its difficulty to Average (◆◆).	ABGR, ACRB, EBGR, ECRB, EV	Full Throttle (Improved)	
Holistic Navigation	4	Active (Incidental)	No	When making an Astrocartography skill check, the character may spend one Story Point to remove [DE], or to remove [TH] equal to his ranks in Perception.	SS	Holistic Navigation	
How Convenient!	4	Active (Action)	No	Once per session, your character may use this talent to make a Hard (◆◆◆) Mechanics check. If successful, one device involved in the current encounter (subject to your GM’s approval) spontaneously fails. This can be because of your character’s actions, or it can simply be incredibly convenient timing!	GCRB	How Convenient!	
Improvised Position	4	Active (Action)	No	Your character may make a Hard (◆◆◆) Mechanics check and spends 12 hours constructing a secure position that can contain the group and it’s vehicles. The sum of it’s vehicles silhouettes must be 4 or less. The position provides cover and can have additional narrative benefits at the GM’s discretion. Your character can spend [AD][AD] or [TR] from the check to increase the ranged defense the position provides to 2.	FO	Improvised Position	
In The Know	4	Active (Action)	No	Once per session, make an opposed Deception vs Vigilance check with the difficulty downgraded a number of times equal to your ranks in deception to have a target NPC believe specific false intelligence.	DA	In The Know (Improved)	
Incite Rebellion	4	Active (Action)	No	Once per session, may take an Incite Rebellion action; make a Hard (◆◆◆) Coercion check to cause a number of beings up to ranks in Coercion to become rebellious until the end of the encounter.	ACRB	Incite Rebellion	
Inspiring Rhetoric (Supreme)	4	Active (Incidental)	No	Your character must have purchased the Inspiring Rhetoric talent to benefit from this talent. Your character may choose to suffer 1 strain to use the Inspiring Rhetoric talent as a maneuver, instead of as an action.	GCRB	Inspiring Rhetoric (Supreme)	
It's Not that Bad	4	Active (Action)	No	Once per session when an ally would suffer a Critical Injury, may take an It's Not That Bad action; make a Hard (◆◆◆) Medicine check to stop the ally from gaining the Critical Injury.	ACRB	It's Not that Bad	
Jury Rigged	4	Passive	Yes	The character chooses one personal weapon or piece of armor per rank of Jury Rigged. He may increase the damage of the weapon by one; decrease the [AD] cost on its Critical, or any single other effect by one to a minimum of one; or increase armor's ranged or melee defense by one. Alternatively, he can decrease the encumbrance of the item by two to a minimum of one. The bonus only applies so long as the character is using the item. If the item is ever lost or destroyed, the character may apply Jury Rigged to a new personal weapon or piece or armor.	ACRB, EBGR, ECRB	Jury Rigged	
Mad Inventor	4	Active (Action)	No	Once per session, your character may use this talent to make a Mechanics check to attempt to cobble together the functional equivalent of any item using spare parts or salvage. The difficulty of the check is based on the item’s rarity; see Table I.4–1: Mad Inventor Item Rarity in the Genesys Core Rulebook. Your GM will modify the check based on the circumstances and might decide that some items simply can’t be created with what’s available (if you are being held in a prison cell, for instance). Your GM may spend [DE] on the check to indicate the item ends up being dangerous to the user and anyone around them in some way. For instance, a pistol might explode instead of running out of ammo, or a breathing mask might make the user light-headed.	GCRB	Mad Inventor	
Menace	4	Active (Maneuver)	No	Once per round on the character’s turn, the character may spend a maneuver to allow any suitably threatening creature linked through the Animal Companion talent and of Silhouette 2 or greater to perform the Menace maneuver when the creature is at short range with the enemy.  The enemy gains [SE] on his next Combat check against the character.	SS	Menace	
Moving Target	4	Passive	Yes	If the character has already acted this round, increase ranged defense by 1 per rank of moving target.	FIB	Moving Target	
Not Today	4	Active (Incidental)	No	Your character must have purchased the Signature Vehicle talent to benefit from this talent. Once per session, spend a Story Point to save Signature Vehicle from destruction.	SOT	Not Today	
Offensive Driving	4	Active (Maneuver)	No	As a maneuver, suffer system strain up to vehicle's highest defense to upgrade the difficulty of target's next Piloting check that many times.	ND	Offensive Driving	
Overbalance	4	Passive	No	Whenever an enemy engaged with the character makes a combat check, after the attack is resolved, the character may spend [DE] or [TH][TH][TH] to stagger the attacker until the end of the attacker's next turn.	ND, KTP	Overbalance	
Overcharge	4	Active (Action)	No	Once per encounter, your character may use this talent to make a Hard (◆◆◆) Mechanics check and choose one of their cybernetic implants that grants them one of the following: +1 to a characteristic rating, +1 rank to a skill, +1 rank of a ranked talent. If your character succeeds, until the end of the encounter, the chosen cybernetic instead provides +2 to the affected characteristic rating (to a maximum of 7), skill (to a maximum of 5), or ranked talent. Your GM may spend [DE] or [TH][TH][TH] from the check to have the overcharged cybernetic short out at the end of the encounter; it provides no benefit until your character spends several hours making an Average (◆◆) Mechanics check to repair it.	GCRB	Overcharge	
Precise Aim	4	Active (Incidental)	Yes	Once per round on the character’s turn, when the character performs an Aim maneuver before attempting a combat check, may suffer a number of strain. The number of strain cannot exceed his ranks in Precise Aim. He then decreases the target’s defense (ranged and melee) by one per strain suffered for that combat check.	EBGR, ECRB, SS	Precise Aim	
Prey on the Weak	4	Passive	Yes	Add +1 damage to one hit of successful combat checks against disoriented targets per rank of Prey on the Weak.	FIB, FCRB	Prey on the Weak	
Pride and Joy (Supreme)	4	Active (Incidental)	No	Once per session while inside your character's Pride and Joy, reduce its silhouette by 2 (to a minimum of 0) for the remainder of the round and the following round.	DOR	Pride and Joy (Supreme)	
Prime Positions	4	Passive	Yes	When this character or an ally in short range takes cover, he increases soak against ranged attacks by 1 per rank of Prime Positions until he leaves that cover.	FIB, KTP	Prime Positions	
Prophetic Aim	4	Passive	No	While benefiting from an Aim maneuver, [DE] from the character's Ranged checks cannot cause attacks to hit allies engaged with the target.	KTP	Prophetic Aim	
Push the Specs	4	Active (Action)	No	Your character may perform the Push the Specs action when in a ship or vehicle, attempting an Average (◆◆) Knowledge check. If your character is successful, the ships top speed increases by one for a number of rounds equal to their Intellect. May spend [AD] and have the ship suffer two system strain to extend this effect for an additional round, and may do so multiple times. The ship still cannot perform actions or maneuvers it couldn't perform normally.	FO	Push the Specs	
Rain of Death	4	Active (Maneuver)	No	Perform the Rain of Death maneuver to ignore the increased difficulty due to the Auto-fire quality of attacks made this turn.	FIB, DC	Rain of Death	
Reflect (Supreme)	4	Active (Incidental, Out of Turn)	No	Your character must have purchased the Reflect Talent to benefit from this talent.  If the user did not make a combat check during previous turn, may suffer 1 strain to use Reflect.	FCRB	Reflect (Supreme)	
Reinforced Frame	4	Passive	No	Your character must have purchased the Signature Vehicle talent to benefit from this talent. Signature Vehicle gains Massive 1: when making an attack targeting the ship or vehicle, the Critical rating of any weapon used counts as 1 higher.	SOT	Reinforced Frame	
Reroute Processors	4	Active (Action)	No	Once per encounter, may take a Reroute Processors action, make an Average (◆◆) Computers check to reduce one of an artificial life form's characteristics by 1 and increase another of its characteristics by 1.	SM	Reroute Processors	
Resolve	4	Passive	Yes	When a character involuntarily suffers strain, he suffers 1 less strain per rank of Resolve to a minimum of 1.	ABGR, ACRB, EBGR, ECRB	Resolve	
Savvy Negotiator	4	Active (Action)	No	While engaged in a debate or argument, make a Hard (◆◆◆) Negotiation check. If successful, a number of bystanders or observers equal to your Presence sees one of the opponent’s points (chosen by your character) as maliciously unreasonable.  The GM has the final say as to whether bystanders could see a point as unreasonable, based on who those bystanders are and what the point is. In these cases, the GM can suggest a modified version of that argument that would be more believable.	DOH	Savvy Negotiator (Improved)	
Scathing Tirade (Supreme)	4	Active (Incidental)	No	Your character must have purchased the Scathing Tirade talent to benefit from this talent. Your character may choose to suffer 1 strain to use the Scathing Tirade talent as a maneuver, instead of as an action.	GCRB	Scathing Tirade (Supreme)	
Second Chances	4	Active (Incidental)	Yes	Once per encounter choose a number of positive dice equal to ranks in Second Chances and reroll them.	SOT, FC	Second Chances	
Seen a Lot of Things	4	Passive	No	Whenever your character fails a Knowledge check, they may spend [AD][AD][AD] to roll the check again during their next turn.	DOR	Seen a Lot of Things	
Showboat	4	Active (Incidental)	No	When making a check in a vehicle, may suffer 2 strain to gain [TR] on success or [DE] on failure.	SOT	Showboat	
Signature Spell (Improved)	4	Passive	No	Your character must have purchased the Signature Spell talent to benefit from this talent. When your character casts their signature spell, reduce the difficulty of the check by two instead of one.	ROT	Signature Spell (Improved)	
Skilled Slicer	4	Active (Incidental)	No	When making a Computers check may spend a [TR] to make further Computers checks within this system as maneuvers.	ACRB, ECRB	Skilled Slicer	
Sorry About the Mess	4	Passive	No	Decrease the Critical Rating of a weapon by 1 (to a minimum of 1) against targets that have not yet acted this encounter.	FC	Sorry About the Mess	
Speaks Binary (Improved)	4	Passive	No	Your character must have purchased the Speaks Binary talent to benefit from this talent. When directing non-sentient NPC artificial life forms, those NPCs grant additional [BO] in addition to other benefits.	SM	Speaks Binary (Improved)	
Spitfire	4	Passive	No	After a successful combined check with two Ranged (Light) weapons, additional hits can be allocated to other targets within range of the weapon.	FC	Spitfire	
Spur (Improved)	4	Active (Maneuver)	No	Your character must have purchased the Spur talent to benefit from this talent. Suffer 1 strain to attempt Spur as a maneuver and decrease its difficulty to Average (◆◆).	SOT	Spur (Improved)	
Steady Aim	4	Passive	No	Your character does not lose the benefits of the aim maneuver if they perform other maneuvers (including moving) or actions. Your character does lose the benefits of the aim maneuver if the encounter ends.	DOR	Steady Aim	
Street Smarts	4	Active (Action)	Yes	Once per session, may take a Street Smarts action; make a Formidable (◆◆◆◆◆) Streetwise or Knowledge check to learn one vital clue from the GM. Reduce the difficulty once per rank of Street Smarts.	ACRB, EBGR, ECRB, FCRB	Street Smarts	
Supporting Evidence	4	Passive	Yes	When assisting an ally with a Charm, Deception, Leadership, or Negotiation check, add automatic [AD] per rank of Supporting Evidence.	DA	Supporting Evidence	
Targeted Firepower	4	Active (Action)	No	Once per session, identify one enemy target and make a hard appropriate Knowledge check. If successful, for the rest of the encounter, allies within short range of your character add 1 [AD] to attacks against the target equal to [SU] generated on the check.	DOR	Targeted Firepower	
That's How It's Done	4	Active (Incidental)	Yes	May suffer 1 strain on successful skill check to add [AD] to the same skill check made by a number of allies equally to Willpower within short range during the next round. Range increases with ranks. 	LBE	That's How It's Done	
Trust No One	4	Out-of-turn	No	When targeted by a social check, suffer 1 strain to add automatic [FA] to the check. If the check fails with [DE], your character may immediately perform a maneuver as an out-of-turn incidental.	DOR	Trust No One	
Unrelenting	4	Active (Incidental)	No	Once per round after resolving a successful Brawl, Melee (Light), or Melee (Heavy) combat check, your character may suffer 4 strain to use this talent to make an additional melee attack as an incidental against the same target. Increase the difficulty of the combat check by one if this attack uses a second weapon, or by two if the attack uses the same weapon.	ROT	Unrelenting	
Unrelenting Skeptic	4	Passive	No	When targeted by a Deception check, the character automatically adds [FA] to the check equal to ranks in Vigilance.	FH, EV	Unrelenting Skeptic	
Venom Soaked Blade	4	Passive	No	When making a Melee (Light) combat check using a poisoned weapon, your character treats it as possessing the Burn 2 item quality.	ROT	Venom Soaked Blade	
Weak Foundation	4	Active (Action)	No	Once per game session, your character may identify one bunker, weapon emplacement, or other fixed combat structure (subject to the GM’s approval) and then take a Weak Foundation action; make a Hard (◆◆◆) Knowledge check. If successful, until the end of the encounter, your character and all allies add automatic [AD][AD] or [SU] to all combat checks made targeting the structure (your character's choice).	FO	Weak Foundation	
Altered Deal	5	Active (Action)	No	Once per session, make a Hard (◆◆◆) Coercion check to radically change a previously made deal or bargain to your character's advantage.	DOR	Altered Deal	
Armor Master (Supreme)	5	Active (Incidental, Out of Turn)	No	Your character must have purchased the Armor Master talent to benefit from this talent. Once per round, when the character suffers a Critical Injury, he may suffer 3 strain to take the Armor Master incidental. If he does he reduces the Critical Injury result that he suffers by 10 per point of his soak, to a minimum of 1.	KTP	Armor Master (Supreme)	
Baleful Gaze	5	Active (Incidental, Out of Turn)	No	When targeted by combat check from within medium range, may spend a Story Point to upgrade the difficulty of the check a number of times equal to ranks in Coercion.	KTP	Baleful Gaze	
Biggest Fan	5	Active (Action)	No	Once per session, may take a Biggest Fan action; make a Hard (◆◆◆) Charm check to turn one NPC into the character's biggest fan. The exact effects of this vary depending on the NPC and the situation. They can include drastically decreasing the difficulty of Social Interaction skill checks the character makes targeting his biggest fan, the fan being willing to perform minor or even significant favors for the character, or the character even becoming a reoccurring ally in the narrative. At the CM’s discretion, this talent may not be able to target certain NPCs whose adversarial nature is vital to the plot, or NPCs who would be unable to appreciate the character’s work	FH	Biggest Fan	
Body Guard (Supreme)	5	Passive	No	Your character must have purchased the Body Guard talent to benefit from this talent. Body Guard maneuver may protect a number of engaged characters up to ranks in Resilience.	FIB	Body Guard (Supreme)	
Comrades in Arms (Improved)	5	Passive	No	Spend [TR] or [AD][AD][AD] when performing Comrades in Arms to also gain +1 soak or give one affected ally +1 soak.	DOR	Comrades in Arms (Improved)	
Coordination Dodge	5	Active (Incidental)	No	When targeted by a combat check, may spend 1 Story Point to add [FA] equal to ranks in Coordination to check.	FH, ND	Coordination Dodge	
Crucial Point	5	Active (Incidental)	No	Once per session, your character may introduce to negotiations one potential concession that an opponent will do nearly anything to obtain.	DOH	Crucial Point	
Crushing Blow	5	Active (Incidental)	No	Once per session after rolling a melee attack but before resolving the check, your character may suffer 4 strain to use this talent. While resolving the check, the weapon gains the Breach 1 and Knockdown item qualities, and destroys one item the target is wielding that does not have the Reinforced quality.	ROT	Crushing Blow	
Custom Loadout	5	Passive	No	Your character must have purchased the Signature Vehicle talent to benefit from this talent. May add one mount for a weapon or piece of equipment (approved by the GM).	SM	Custom Loadout	
Dedication	5	Passive	Yes	Each rank of Dedication increases one of your character’s characteristics by one. This talent cannot increase a characteristic above 5. You cannot increase the same characteristic with Dedication twice.	GCRB	Dedication	
Double or Nothing (Supreme)	5	Passive	No	Your character must have purchased the Double or Nothing talent to benefit from this talent. When performing the Double or Nothing incidental, also double the number of [TR] and [DE].	FC	Double or Nothing (Supreme)	
Full Throttle (Supreme)	5	Passive	No	Your character must have purchased the Full Throttle talent to benefit from this talent. When performing Full Throttle, top speed increases by 2 instead of 1.	ACRB, ECRB, EV	Full Throttle (Supreme)	
Heavy Hitter	5	Active (Incidental)	No	Once per session, spend [TR] on a successful Ranged (Heavy) or Gunnery check to add the Breach 1 quality to the attack, or increase an existing Breach rating by 1.	FIB, DC	Heavy Hitter	
Indomitable	5	Active (Incidental, Out of Turn)	No	Once per encounter, when your character would be incapacitated due to exceeding their wound or strain threshold, you may spend a Story Point to use this talent. Then, your character is not incapacitated until the end of their next turn. If your character reduces their strain or wounds to below their threshold before the end of their next turn, they are not incapacitated.	GCRB	Indomitable	
Inspiring Leadership	5	Active (Action)	No	Make a Hard (◆◆◆) Leadership check. If successful, a number of allies not exceeding your character's Presence within short range add [SU] to their next skill check.	DOR	Inspiring Leadership	
Intense Focus	5	Active (Maneuver)	No	Perform an Intense Focus maneuver; suffer 1 strain and upgrade the ability of the next skill check once.	ABGR, ACRB, ECRB, DOH	Intense Focus	
Just Kidding!	5	Active (Incidental)	No	Once per round as an incidental spend 1 Story Point to ignore [DE] generated on a social check by the character or any ally in short range.	FC	Just Kidding!	
Let’s Talk This Over	5	Active (Incidental, Out of Turn)	No	Once per game session, when a combat encounter against one or more sentient beings is about to begin, the character make a Daunting (◆◆◆◆) Charm check. If successful, the combat encounter instead becomes a social encounter, with the PCs attempting to convince their opposition to back down, come around to their viewpoint, or accept a compromise. The GM is the final arbiter of how the situation resolves without violence (or how the combat encounter continues if the character’s check is unsuccessful).	ROT	Let’s Talk This Over	
Master	5	Active (Incidental)	No	When you purchase this talent for your character, choose one skill. Once per round, your character may suffer 2 strain to use this talent to reduce the difficulty of the next check they make using that skill by two, to a minimum of Easy (◆).	GCRB	Master	
Master Demolitionist	5	Active (Incidental)	No	When resolving an attack from a personal scale explosive or ordinance weapon, your character may spend [AD] or [TR] to have the weapon’s Blast quality affect all characters within short range (rather than engaged). If the weapon normally affects all characters within short range, then the range of the effect is increased to medium range instead.	FO	Master Demolitionist	
Master Driver/Pilot	5	Passive	No	Once per round when driving, piloting, or operating a vehicle, may suffer 2 strain to perform any action as a maneuver.	ACRB, ETU, ECRB	Master Driver/Pilot	
Master Grenadier	5	Passive	No	Decrease the [AD] cost to activate the Blast quality on any attack by 1 to a minimum of 1.	ACRB, DC	Master Grenadier	
Master Instructor	5	Active (Incidental, Out of Turn)	No	Once per round, suffer 2 strain to allow an ally within short range to count as having the same number of ranks in Discipline as your character for the next Discipline check the ally makes.	DOH	Master Instructor	
Master Merchant	5	Active (Incidental)	No	When buying or selling goods, may suffer 2 strain to sell for 25% more or buy for 25% less.	ACRB, ECRB	Master Merchant	
Most Impressive	5	Active (Incidental)	No	Spend [TR] from any skill check to allow a number of allies not exceeding your character's Presence within short range add [AD] to their next check.	DOR	Most Impressive	
Overcharge (Improved)	5	Passive	No	Your character must have purchased the Overcharge talent to benefit from this talent. When using the Overcharge talent, your character may spend [AD][AD] or [TR] from the Mechanics check to immediately take one additional action. This talent can only be used once per check.	GCRB	Overcharge (Improved)	
Power of Darkness	5	Active (Maneuver)	No	Once per session, may perform the Power of Darkness maneuver. Increase Wound Threshold and Strain Threshold by 1 per GM story point until the end of the encounter.	UP	Power of Darkness	
Prepare to be Boarded	5	Active (Action)	No	Once per encounter, make an opposed Coercion vs Discipline check against an enemy ship captain. If successful, the enemy suffers 1 strain per [SU] and surrenders their ship if they exceed their strain threshold. Spend [TR] or [AD][AD][AD][AD] to inflict strain equal to your character's ranks in Coercion.	DOR	Prepare to be Boarded	
Retribution	5	Active (Incidental, Out of Turn)	No	Once per round when an adversary attacks an ally within medium range, your character may spend one Story Point to use this talent to automatically hit that enemy once with a weapon your character is wielding, if the enemy is within the weapon’s range. The hit deals the weapon’s base damage, plus any damage from applicable talents or abilities.	ROT	Retribution	
Ruinous Repartee	5	Active (Action)	No	Once per encounter, your character may use this talent to make an opposed Charm or Coercion versus Discipline check targeting one character within medium range (or within earshot). If successful, the target suffers strain equal to twice your character’s Presence, plus one additional strain per [SU]. Your character heals strain equal to the strain inflicted. If incapacitated due to this talent, the target could flee the scene in shame, collapse in a dejected heap, or throw themself at your character in fury, depending on your GM and the nature of your character’s witty barbs.	GCRB	Ruinous Repartee	
Speaks Binary (Supreme)	5	Active (Maneuver)	No	Once per encounter, may perform the Speaks Binary maneuver. A number of NPC artificial life forms up to ranks in Speaks Binary may use the character's ranks for 1 skill of character's choice.	SM	Speaks Binary (Supreme)	
Spur (Supreme)	5	Passive	No	Your character must have purchased the Spur talent to benefit from this talent. When activating and maintaining Spur, the beast only suffers 1 strain instead of 2.	SOT	Spur (Supreme)	
Superhuman Reflexes	5	Active (Incidental)	No	Once per session, after generating [DE] on a Piloting check cancel the [DE] and add [SU] equal to ranks in Cool.	EV	Superhuman Reflexes	
Thorough Assessment	5	Active (Action)	No	Once per session, take a Thorough Assessment action: make a Hard (◆◆◆) Knowledge check to gain [BO] equal to [SU] that can be distributed during the encounter.	DA, LBE	Thorough Assessment	
Unrelenting Skeptic (Improved)	5	Active (Incidental)	No	Your character must have purchased the Unrelenting Skeptic talent to benefit from this talent. When targeted by a Deception check that fails, may spend 1 Story Point to add [DE] to results.	FH	Unrelenting Skeptic (Improved)	
Whirlwind	5	Active (Action)	No	Your character may suffer 4 strain to use this talent to make a Brawl, Melee (Light), or Melee (Heavy) attack against the engaged adversary who is hardest to hit (as determined by the GM), increasing the difficulty by one. If the combat check succeeds, each adversary engaged with the character suffers one hit from the attack, that deals base damage plus damage equal to the total [SU] scored on the check.	ROT	Whirlwind	
Zealous Fire	5	Passive	No	Each time your Game Master spends a Story Point, your character heals 2 strain.	ROT	Zealous Fire	
Catfall	1	Passive	Yes	When rolling Athletics or Coordination to reduce damage from falling, add [BO]. In addition, reduce damage and strain suffered from a fall by 1 per rank of Catfall.	CCC-Tom Cruise	Catfall	
Deflect Spell	1	Active (Incidental, Out of Turn)	Yes	When your character suffers a hit from a magic based combat check, after damage is calculated but before soak is applied (so immediately after Step 3 of Perform a Combat check, page 102), your character may suffer 3 strain to use this talent to reduce the damage of the hit by two plus their ranks in Deflect Spell. This talent can only be used once per hit.	CCC-Richardbuxton	Deflect Spell	
Intuitive Casting	1	Passive	Yes	Add [BO] to a spell casting skill check when your character is the first PC to act in the current encounter.	CCC-TheSapient	Intuitive Casting	
Overchannel	1	Passive	Yes	When casting a spell, your character may select a number of additional effect in (◆) up to their ranks in Overchannel.  The effect must be limited to single (◆) effects.  The character gains 2 threat per (◆) added in this way rather than increase the difficulty of the check. This is in addition to any Threat rolled.  Threat added by this talent can be cancelled by rolled advantages.	CCC-ESP77	Overchannel	
Respected	1	Passive	Yes	When first acquired, choose one social group. The character downgrades the difficulty of checks to interact with members of that social group a number of times equal to his ranks in Respected. The social group affected must be approved by the GM, but possibilities include institutions of higher learning, law-enforcement agencies, the thieves' guild, etc.	CCC-SavageBob	Respected	
Specialist Knowledge	1	Passive	Yes	When you purchase this talent, select a specific area of expertise for your character. When making a Knowledge check which pertains to that area of knowledge, reduce the difficulty of the check once.	CCC-Tom Cruise	Specialist Knowledge	
Street Slang	1	Active (Incidental)	Yes	When making a social skill check in criminal or dubious company, may suffer a number of strain no greater than ranks in Street Slang to add an equal number of [AD] to the check.	CCC-Klort	Street Slang	
Adroitness	2	Passive	No	When first acquired, choose a general skill. When making a check with that skill, reduce the time required by 50%.  Revised: When first acquired, choose a general skill. When making a check with that skill, reduce the time required by 25%. The GM may determine that this talent may not be used with certain skills or activities.	CCC-Swordbreaker	Adroitness	
Familiar	2	Passive	Yes	When your character purchases this talent, choose a silhouette 0 creature (approved by your GM). This creature becomes your character's familiar.  Your character is bonded to this familiar as long as you choose, though the GM may decide to remove it due to mistreatment or other conditions. You instruct the familiar how to act telepathically.  However, the only action a familiar may take is Exchange an Action for a Maneuver.  It cannot fight except in self-defense, under the GM's direction.  Once per round, your character may use a maneuver to direct the familiar to take specific maneuvers during your character's turn.  As long as the familiar is in short range, it may use the Assist maneuver to give [BO] to all magic checks.  This range increases with ranks in Familiar.	CCC-ESP77	Familiar	
Fighter’s Stance	2	Active (Incidental)	No	When making a combat check, if your character has performed the Guarded Stance maneuver this turn, you may suffer 1 strain to ignore the penalties of the Guarded Stance maneuver.	CCC-ESP77	Fighter’s Stance	
Pact Magic	2	Passive	No	You have entered into a Pact with a powerful otherworldly being. When you purchase this Talent, choose one spell type your character can not normally cast. Once per encounter, you may cast this spell using any magic skill you possess. The GM may spend [TH][TH] to make your character suffer one wound.	CCC-ESP77	Pact Magic	
Prepared Spell	2	Active (Action)	Yes	Once per session, your character may make a skill check to cast a spell without suffering strain.	CCC-TheSapient	Prepared Spell	
Blindsense	3	Passive	Yes	As long as your character can hear, you may ignore setback imposed by darkness or blindness within short range. Each additional rank increases range.	CCC-ESP77	Blindsense	
Blood Magic	3	Active (Incidental)	No	When casting a spell your character may take two wounds instead of two strain.	CCC-ESP77	Blood Magic	
Bonded Implement	3	Active (Action)	No	Choose one magical implement your character owns when taking this talent. Your character becomes bonded to this implement, and no other person may use it. Your character may attempt to summon it by making a Hard (◆◆◆) Magic Skill check.  If your chosen implement is ever permanently lost or destroyed, you may select a new one of the same value.	CCC-TheSapient	Bonded Implement	
Combat Caster	3	Passive	No	Once per session your character may add the Deadly quality to a spell without increasing the difficulty.	CCC-ESP77	Combat Caster	
Distant Spell	3	Passive	No	Once per session, when casting a spell the first range enhancement does not increase the difficulty of the spell.	CCC-ESP77	Distant Spell	
Familiar (Improved)	3	Active (Action)	No	Your character must have purchased the Familiar talent to benefit from this talent.  Your character may suffer 2 strain and make an Easy (◆) Magic Skill check; if successful, see and hear using your familiar's senses for one round, and you may suffer 1 strain per round to extend the duration.  In addition, when the Familiar uses the Assist maneuver with the Character's magic check, the Assist maneuver provides [BO][BO]. The familiar must be within the range granted by ranks in the Familiar talent for your character to use the Familiar (Improved) talent.	CCC-ESP77	Familiar (Improved)	
Forbidden Knowledge	3	Active (Maneuver)	No	Once per session, suffer strain no greater than ranks in Knowledge to increase your ranks in Knowledge by an equal number for the purpose of determining the strength of additional effects for the next spell cast during that round. In this case, your temporary ranks in Knowledge may exceed the usual limit of 5.	CCC-Klort	Forbidden Knowledge	
Life or Death	3	Passive	No	When your character suffers wounds equal to half of their wound threshold or greater, add [BO] to all combat checks they make.	CCC-Swordbreaker	Life or Death	
Lingering Spell	3	Active (Incidental)	No	Spend a Story Point and your character may make concentration maneuver as an incidental.	CCC-TheSapient	Lingering Spell	
Magic Resistance	3	Passive	Yes	Whenever you are being targeted by an enemy's spell, the caster adds [SE] to the check. When making a check to resist a negative magic effect, may add [BO] to the check.	CCC-Klort	Magic Resistance	
Maximize Spell	3	Active (Incidental)	Yes	Once per session, your character may add [BO] to the skill check to cast a spell once per rank in Maximize Spell.	CCC-ESP77	Maximize Spell	
Overchannel (Improved)	3	Passive	No	Your character must have purchased the Overchannel talent to benefit from this talent.  In addition to the effects of Overchannel, you may also add (◆◆) effects. The character gains one Despair (including the associated failure) per (◆◆) effect added in this way rather than increase the difficultly of the check. This is in addition to any [DE] rolled.	CCC-ESP77	Overchannel (Improved	
Pinning Fire	3	Active (Action)	Yes	Select a target within range of your currently wielded ranged weapon and make a Pinning Fire action. Until the start of your next turn, the targeted character adds [SE] to their checks for each rank of Pinning Fire, and suffers 1 strain.	CCC-Tom Cruise	Pinning Fire	
Shape Spell	3	Active (Incidental)	Yes	When casting a spell with the Blast quality spend [AD] to exclude 1 target that would be affected by the explosion, up to ranks in Shape Spell.	CCC-ESP77	Shape Spell	
