Name	Tier	Activation	Ranked	Text	Source	From	
Mad Inventor	Tier: 4	Activation: Active (Action)	Ranked: No	Once per session, your character may use this talent to make a Mechanics check to attempt to cobble together the functional equivalent of any item using spare parts or salvage. The difficulty of the check is based on the item’s rarity; see Table I.4–1: Mad Inventor Item Rarity in the Genesys Core Rulebook. Your GM will modify the check based on the circumstances and might decide that some items simply can’t be created with what’s available (if you are being held in a prison cell, for instance). Your GM may spend [DE] on the check to indicate the item ends up being dangerous to the user and anyone around them in some way. For instance, a pistol might explode instead of running out of ammo, or a breathing mask might make the user light-headed.	Source: GCRB	Mad Inventor	
Menace	Tier: 4	Activation: Active (Maneuver)	Ranked: No	Once per round on the character’s turn, the character may spend a maneuver to allow any suitably threatening creature linked through the Animal Companion talent and of Silhouette 2 or greater to perform the Menace maneuver when the creature is at short range with the enemy.  The enemy gains [SE] on his next Combat check against the character.	Source: SS	Menace	
Moving Target	Tier: 4	Activation: Passive	Ranked: Yes	If the character has already acted this round, increase ranged defense by 1 per rank of moving target.	Source: FIB	Moving Target	
Not Today	Tier: 4	Activation: Active (Incidental)	Ranked: No	Your character must have purchased the Signature Vehicle talent to benefit from this talent. Once per session, spend a Story Point to save Signature Vehicle from destruction.	Source: SOT	Not Today	Signature Vehicle
Offensive Driving	Tier: 4	Activation: Active (Maneuver)	Ranked: No	As a maneuver, suffer system strain up to vehicle's highest defense to upgrade the difficulty of target's next Piloting check that many times.	Source: ND	Offensive Driving	
Overbalance	Tier: 4	Activation: Passive	Ranked: No	Whenever an enemy engaged with the character makes a combat check, after the attack is resolved, the character may spend [DE] or [TH][TH][TH] to stagger the attacker until the end of the attacker's next turn.	Sources: ND, KTP	Overbalance	
Overcharge	Tier: 4	Activation: Active (Action)	Ranked: No	Once per encounter, your character may use this talent to make a Hard (◆◆◆) Mechanics check and choose one of their cybernetic implants that grants them one of the following: +1 to a characteristic rating, +1 rank to a skill, +1 rank of a ranked talent. If your character succeeds, until the end of the encounter, the chosen cybernetic instead provides +2 to the affected characteristic rating (to a maximum of 7), skill (to a maximum of 5), or ranked talent. Your GM may spend [DE] or [TH][TH][TH] from the check to have the overcharged cybernetic short out at the end of the encounter; it provides no benefit until your character spends several hours making an Average (◆◆) Mechanics check to repair it.	Source: GCRB	Overcharge	
Precise Aim	Tier: 4	Activation: Active (Incidental)	Ranked: Yes	Once per round on the character’s turn, when the character performs an Aim maneuver before attempting a combat check, may suffer a number of strain. The number of strain cannot exceed his ranks in Precise Aim. He then decreases the target’s defense (ranged and melee) by one per strain suffered for that combat check.	Sources: EBGR, ECRB, SS	Precise Aim	
Prey on the Weak	Tier: 4	Activation: Passive	Ranked: Yes	Add +1 damage to one hit of successful combat checks against disoriented targets per rank of Prey on the Weak.	Sources: FIB, FCRB	Prey on the Weak	
Prime Positions	Tier: 4	Activation: Passive	Ranked: Yes	When this character or an ally in short range takes cover, he increases soak against ranged attacks by 1 per rank of Prime Positions until he leaves that cover.	Sources: FIB, KTP	Prime Positions	
Prophetic Aim	Tier: 4	Activation: Passive	Ranked: No	While benefiting from an Aim maneuver, [DE] from the character's Ranged checks cannot cause attacks to hit allies engaged with the target.	Source: KTP	Prophetic Aim	
Rain of Death	Tier: 4	Activation: Active (Maneuver)	Ranked: No	Perform the Rain of Death maneuver to ignore the increased difficulty due to the Auto-fire quality of attacks made this turn.	Sources: FIB, DC	Rain of Death	
Reflect (Supreme)	Tier: 4	Activation: Active (Incidental, Out of Turn)	Ranked: No	Your character must have purchased the Reflect Talent to benefit from this talent.  If the user did not make a combat check during previous turn, may suffer 1 strain to use Reflect.	Source: FCRB	Reflect (Supreme)	
Reinforced Frame	Tier: 4	Activation: Passive	Ranked: No	Your character must have purchased the Signature Vehicle talent to benefit from this talent. Signature Vehicle gains Massive 1: when making an attack targeting the ship or vehicle, the Critical rating of any weapon used counts as 1 higher.	Source: SOT	Reinforced Frame	Signature Vehicle
Reroute Processors	Tier: 4	Activation: Active (Action)	Ranked: No	Once per encounter, may take a Reroute Processors action, make an Average (◆◆) Computers check to reduce one of a droid's characteristics by 1 and increase another of its characteristics by 1.	Source: SM	Reroute Processors	
Resolve	Tier: 4	Activation: Passive	Ranked: Yes	When a character involuntarily suffers strain, he suffers 1 less strain per rank of Resolve to a minimum of 1.	Sources: ABGR, ACRB, EBGR, ECRB	Resolve	
Savvy Negotiator	Tier: 4	Activation: Active (Action)	Ranked: No	While engaged in a debate or argument, make a Hard (◆◆◆) Negotiation check. If successful, a number of bystanders or observers equal to your Presence sees one of the opponent’s points (chosen by your character) as maliciously unreasonable.  The GM has the final say as to whether bystanders could see a point as unreasonable, based on who those bystanders are and what the point is. In these cases, the GM can suggest a modified version of that argument that would be more believable.	Source: DOH	Savvy Negotiator (Improved)	
Scathing Tirade (Supreme)	Tier: 4	Activation: Active (Incidental)	Ranked: No	Your character must have purchased the Scathing Tirade talent to benefit from this talent. Your character may choose to suffer 1 strain to use the Scathing Tirade talent as a maneuver, instead of as an action.	Source: GCRB	Scathing Tirade (Supreme)	
Second Chances	Tier: 4	Activation: Active (Incidental)	Ranked: Yes	Once per encounter choose a number of positive dice equal to ranks in Second Chances and reroll them.	Sources: SOT, FC	Second Chances	
Showboat	Tier: 4	Activation: Active (Incidental)	Ranked: No	When making a check in a vehicle, may suffer 2 strain to gain [TR] on success or [DE] on failure.	Source: SOT	Showboat	
Skilled Slicer	Tier: 4	Activation: Active (Incidental)	Ranked: No	When making a Computers check may spend a [TR] to make further Computers checks within this system as maneuvers.	Sources: ACRB, ECRB	Skilled Slicer	
Sorry About the Mess	Tier: 4	Activation: Passive	Ranked: No	Decrease the Critical Rating of a weapon by 1 (to a minimum of 1) against targets that have not yet acted this encounter.	Source: FC	Sorry About the Mess	
Speaks Binary (Improved)	Tier: 4	Activation: Passive	Ranked: No	Your character must have purchased the Speaks Binary talent to benefit from this talent. When directing non-sentient NPC artificial life forms, those NPCs grant additional [BO] in addition to other benefits.	Source: SM	Speaks Binary (Improved)	
Spin Attack	Tier: 4	Activation: Active (Action)	Ranked: No	Your character may take the Spin Attack action, making an armed melee combat check at +1 difficulty against one engaged target. Your character may spend [AD][AD] generated by this combat check to hit one additional target he is engaged with. He may do this once per engaged target, paying [AD][AD] for each additional hit.	Source: FCRB	Sarlacc Sweep	
Spitfire	Tier: 4	Activation: Passive	Ranked: No	After a successful combined check with two Ranged (Light) weapons, additional hits can be allocated to other targets within range of the weapon.	Source: FC	Spitfire	
Spur (Supreme)	Tier: 4	Activation: Passive	Ranked: No	Your character must have purchased the Spur talent to benefit from this talent. When activating and maintaining Spur, the beast only suffers 1 strain instead of 2.	Source: SOT	Spur (Supreme)	
Street Smarts	Tier: 4	Activation: Active (Action)	Ranked: Yes	Once per session, may take a Street Smarts action; make a Formidable (◆◆◆◆◆) Streetwise or Knowledge check to learn one vital clue from the GM. Reduce the difficulty once per rank of Street Smarts.	Sources: ACRB, EBGR, ECRB, FCRB	Street Smarts	
Supporting Evidence	Tier: 4	Activation: Passive	Ranked: Yes	When assisting an ally with a Charm, Deception, Leadership, or Negotiation check, add automatic [AD] per rank of Supporting Evidence.	Source: DA	Supporting Evidence	
That's How It's Done	Tier: 4	Activation: Active (Incidental)	Ranked: Yes	May suffer 1 strain on successful skill check to add [AD] to the same skill check made by a number of allies equally to Willpower within short range during the next round. Range increases with ranks. 	Source: LBE	That's How It's Done	
Unrelenting Skeptic	Tier: 4	Activation: Passive	Ranked: No	When targeted by a Deception check, the character automatically adds [FA] to the check equal to ranks in Vigilance.	Sources: FH, EV	Unrelenting Skeptic	
Armor Master (Supreme)	Tier: 5	Activation: Active (Incidental, Out of Turn)	Ranked: No	Your character must have purchased the Armor Master talent to benefit from this talent. Once per round, when the character suffers a Critical Injury, he may suffer 3 strain to take the Armor Master incidental. If he does he reduces the Critical Injury result that he suffers by 10 per point of his soak, to a minimum of 1.	Source: KTP	Armor Master (Supreme)	
Baleful Gaze	Tier: 5	Activation: Active (Incidental, Out of Turn)	Ranked: No	When targeted by combat check from within medium range, may spend a Story Point to upgrade the difficulty of the check a number of times equal to ranks in Coercion.	Source: KTP	Baleful Gaze	
Biggest Fan	Tier: 5	Activation: Active (Action)	Ranked: No	Once per session, may take a Biggest Fan action; make a Hard (◆◆◆) Charm check to turn one NPC into the character's biggest fan. The exact effects of this vary depending on the NPC and the situation. They can include drastically decreasing the difficulty of Social Interaction skill checks the character makes targeting his biggest fan, the fan being willing to perform minor or even significant favors for the character, or the character even becoming a reoccurring ally in the narrative. At the CM’s discretion, this talent may not be able to target certain NPCs whose adversarial nature is vital to the plot, or NPCs who would be unable to appreciate the character’s work	Source: FH	Biggest Fan	
Center of Being (Improved)	Tier: 5	Activation: Passive	Ranked: No	Your character must have purchased the Center of Being talent to benefit from this talent. Suffer 1 strain to perform Center of Being maneuver as an incidental.	Source: FCRB	Center of Being (Improved)	
Coordination Dodge	Tier: 5	Activation: Active (Incidental)	Ranked: No	When targeted by a combat check, may spend 1 Story Point to add [FA] equal to ranks in Coordination to check.	Sources: FH, ND	Coordination Dodge	
Crucial Point	Tier: 5	Activation: Active (Incidental)	Ranked: No	Once per session, your character may introduce to negotiations one potential concession that an opponent will do nearly anything to obtain.	Source: DOH	Crucial Point	
Custom Loadout	Tier: 5	Activation: Passive	Ranked: No	Your character must have purchased the Signature Vehicle talent to benefit from this talent. May add one mount for a weapon or piece of equipment (approved by the GM).	Source: SM	Custom Loadout	Signature Vehicle
Dedication	Tier: 5	Activation: Passive	Ranked: Yes	Each rank of Dedication increases one of your character’s characteristics by one. This talent cannot increase a characteristic above 5. You cannot increase the same characteristic with Dedication twice.	Source: GCRB	Dedication	
Double or Nothing (Supreme)	Tier: 5	Activation: Passive	Ranked: No	Your character must have purchased the Double or Nothing talent to benefit from this talent. When performing the Double or Nothing incidental, also double the number of [TR] and [DE].	Source: FC	Double or Nothing (Supreme)	
Full Throttle (Improved)	Tier: 5	Activation: Active (Action)	Ranked: No	Your character must have purchased the Full Throttle talent to benefit from this talent. Suffer 1 strain to attempt Full Throttle as a maneuver and decrease its difficulty to Average (◆◆).	Sources: ABGR, ACRB, EBGR, ECRB, EV	Full Throttle (Improved)	
Heavy Hitter	Tier: 5	Activation: Active (Incidental)	Ranked: No	Once per session, spend [TR] on a successful Ranged (Heavy) or Gunnery check to add the Breach 1 quality to the attack, or increase an existing Breach rating by 1.	Sources: FIB, DC	Heavy Hitter	
Indomitable	Tier: 5	Activation: Active (Incidental, Out of Turn)	Ranked: No	Once per encounter, when your character would be incapacitated due to exceeding their wound or strain threshold, you may spend a Story Point to use this talent. Then, your character is not incapacitated until the end of their next turn. If your character reduces their strain or wounds to below their threshold before the end of their next turn, they are not incapacitated.	Source: GCRB	Indomitable	
Intense Focus	Tier: 5	Activation: Active (Maneuver)	Ranked: No	Perform an Intense Focus maneuver; suffer 1 strain and upgrade the ability of the next skill check once.	Sources: ABGR, ACRB, ECRB, DOH	Intense Focus	
Just Kidding!	Tier: 5	Activation: Active (Incidental)	Ranked: No	Once per round as an incidental spend 1 Story Point to ignore [DE] generated on a social check by the character or any ally in short range.	Source: FC	Just Kidding!	
Master	Tier: 5	Activation: Active (Incidental)	Ranked: No	When you purchase this talent for your character, choose one skill. Once per round, your character may suffer 2 strain to use this talent to reduce the difficulty of the next check they make using that skill by two, to a minimum of Easy (◆).	Source: GCRB	Master	
Master Driver/Pilot	Tier: 5	Activation: Passive	Ranked: No	Once per round when driving, piloting, or operating a vehicle, may suffer 2 strain to perform any action as a maneuver.	Sources: ACRB, ETU, ECRB	Master Driver/Pilot	
Master Grenadier	Tier: 5	Activation: Passive	Ranked: No	Decrease the [AD] cost to activate the Blast quality on any attack by 1 to a minimum of 1.	Sources: ACRB, DC	Master Grenadier	
Master Instructor	Tier: 5	Activation: Active (Incidental, Out of Turn)	Ranked: No	Once per round, suffer 2 strain to allow an ally within short range to count as having the same number of ranks in Discipline as your character for the next Discipline check the ally makes.	Source: DOH	Master Instructor	
Master Merchant	Tier: 5	Activation: Active (Incidental)	Ranked: No	When buying or selling goods, may suffer 2 strain to sell for 25% more or buy for 25% less.	Sources: ACRB, ECRB	Master Merchant	
Overcharge (Improved)	Tier: 5	Activation: Passive	Ranked: No	Your character must have purchased the Overcharge talent to benefit from this talent. When using the Overcharge talent, your character may spend [AD][AD] or [TR] from the Mechanics check to immediately take one additional action. This talent can only be used once per check.	Source: GCRB	Overcharge (Improved)	
Pressure Point	Tier: 5	Activation: Active (Incidental)	Ranked: No	When making a Brawl check against an opponent, instead of dealing damage, may deal equivalent strain plus additional strain equal to ranks of Medicine (this ignores soak).	Source: ECRB	Pressure Point	
Ruinous Repartee	Tier: 5	Activation: Active (Action)	Ranked: No	Once per encounter, your character may use this talent to make an opposed Charm or Coercion versus Discipline check targeting one character within medium range (or within earshot). If successful, the target suffers strain equal to twice your character’s Presence, plus one additional strain per [SU]. Your character heals strain equal to the strain inflicted. If incapacitated due to this talent, the target could flee the scene in shame, collapse in a dejected heap, or throw themself at your character in fury, depending on your GM and the nature of your character’s witty barbs.	Source: GCRB	Ruinous Repartee	
Speaks Binary (Supreme)	Tier: 5	Activation: Active (Maneuver)	Ranked: No	Once per encounter, may perform the Speaks Binary maneuver. A number of NPC artificial life forms up to ranks in Speaks Binary may use the character's ranks for 1 skill of character's choice.	Source: SM	Speaks Binary (Supreme)	
Superhuman Reflexes	Tier: 5	Activation: Active (Incidental)	Ranked: No	Once per session, after generating [DE] on a Piloting check cancel the [DE] and add [SU] equal to ranks in Cool.	Source: EV	Superhuman Reflexes	
Thorough Assessment	Tier: 5	Activation: Active (Action)	Ranked: No	Once per session, take a Thorough Assessment action: make a Hard (◆◆◆) Knowledge check to gain [BO] equal to s that can be distributed during the encounter.	Sources: DA, LBE	Thorough Assessment	
Unrelenting Skeptic (Improved)	Tier: 5	Activation: Active (Incidental)	Ranked: No	Your character must have purchased the Unrelenting Skeptic talent to benefit from this talent. When targeted by a Deception check that fails, may spend 1 Story Point to add [DE] to results.	Source: FH	Unrelenting Skeptic (Improved)	
Catfall	Tier: 1	Activation: Passive	Ranked: Yes	When rolling Athletics or Coordination to reduce damage from falling, add [BO]. In addition, reduce damage and strain suffered from a fall by 1 per rank of Catfall.	Source: CCC-Tom Cruise	Catfall	
Deflect Spell	Tier: 1	Activation: Incidental out of turn	Ranked: Yes	When your character suffers a hit from a magic based combat check, after damage is calculated but before soak is applied (so immediately after Step 3 of Perform a Combat check, page 102), your character may suffer 3 strain to use this talent to reduce the damage of the hit by two plus their ranks in Deflect Spell. This talent can only be used once per hit.	Source: CCC-Richardbuxton	Deflect Spell	
Intuitive Casting	Tier: 1	Activation: Passive	Ranked: Yes	Add [BO] to a spell casting skill check when your character is the first PC to act in the current encounter.	Source: CCC-TheSapient	Intuitive Casting	
Overchannel	Tier: 1	Activation: Passive	Ranked: Yes	When casting a spell, your character may select a number of additional effect in (d) up to their ranks in Overchannel.  The effect must be limited to single (◆) effects.  The character gains 2 threat per (◆) added in this way rather than increase the difficulty of the check. This is in addition to any Threat rolled.  Threat added by this talent can be cancelled by rolled advantages.	Source: CCC-ESP77	Overchannel	
Respected	Tier: 1	Activation: Passive	Ranked: Yes	When first acquired, choose one social group. The character downgrades the difficulty of checks to interact with members of that social group a number of times equal to his ranks in Respected. The social group affected must be approved by the GM, but possibilities include institutions of higher learning, law-enforcement agencies, the thieves' guild, etc.	Source: CCC-SavageBob	Respected	
Specialist Knowledge	Tier: 1	Activation: Passive	Ranked: Yes	When you purchase this talent, select a specific area of expertise for your character. When making a Knowledge check which pertains to that area of knowledge, reduce the difficulty of the check once.	Source: CCC-Tom Cruise	Specialist Knowledge	
Street Slang	Tier: 1	Activation: Active (Incidental)	Ranked: Yes	When making a social skill check in criminal or dubious company, may suffer a number of strain no greater than ranks in Street Slang to add an equal number of [AD] to the check.	Source: CCC-Klort	Street Slang	
Adroitness	Tier: 2	Activation: Passive	Ranked: No	When first acquired, choose a general skill. When making a check with that skill, reduce the time required by 50%.  Revised: When first acquired, choose a general skill. When making a check with that skill, reduce the time required by 25%. The GM may determine that this talent may not be used with certain skills or activities.	Source: CCC-Swordbreaker	Adroitness	
Familiar	Tier: 2	Activation: Passive	Ranked: Yes	When your character purchases this talent, choose a silhouette 0 creature (approved by your GM). This creature becomes your character's familiar.  Your character is bonded to this familiar as long as you choose, though the GM may decide to remove it due to mistreatment or other conditions. You instruct the familiar how to act telepathically.  However, the only action a familiar may take is Exchange an Action for a Maneuver.  It cannot fight except in self-defense, under the GM's direction.  Once per round, your character may use a maneuver to direct the familiar to take specific maneuvers during your character's turn.  As long as the familiar is in short range, it may use the Assist maneuver to give [BO] to all magic checks.  This range increases with ranks in Familiar.	Source: CCC-ESP77	Familiar	
Fighter’s Stance	Tier: 2	Activation: Active (Incidental)	Ranked: No	When making a combat check, if your character has performed the Guarded Stance maneuver this turn, you may suffer 1 strain to ignore the penalties of the Guarded Stance maneuver.	Source: CCC-ESP77	Fighter’s Stance	
Pact Magic	Tier: 2	Activation: Passive	Ranked: No	You have entered into a Pact with a powerful otherworldly being. When you purchase this Talent, choose one spell type your character can not normally cast. Once per encounter, you may cast this spell using any magic skill you possess. The GM may spend [TH][TH] to make your character suffer one wound.	Source: CCC-ESP77	Pact Magic	
Prepared Spell	Tier: 2	Activation: Active (Action)	Ranked: Yes	Once per session, your character may make a skill check to cast a spell without suffering strain.	Source: CCC-TheSapient	Prepared Spell	
Blindsense	Tier: 3	Activation: Passive	Ranked: Yes	As long as your character can hear, you may ignore setback imposed by darkness or blindness within short range. Each additional rank increases range.	Source: CCC-ESP77	Blindsense	
Blood Magic	Tier: 3	Activation: Active (Incidental)	Ranked: No	When casting a spell your character may take two wounds instead of two strain.	Source: CCC-ESP77	Blood Magic	
Bonded Implement	Tier: 3	Activation: Active (Action)	Ranked: No	Choose one magical implement your character owns when taking this talent. Your character becomes bonded to this implement, and no other person may use it. Your character may attempt to summon it by making a Hard (◆◆◆) Magic Skill check.  If your chosen implement is ever permanently lost or destroyed, you may select a new one of the same value.	Source: CCC-TheSapient	Bonded Implement	
Combat Caster	Tier: 3	Activation: Passive	Ranked: No	Once per session your character may add the Deadly quality to a spell without increasing the difficulty.	Source: CCC-ESP77	Combat Caster	
Distant Spell	Tier: 3	Activation: Passive	Ranked: No	Once per session, when casting a spell the first range enhancement does not increase the difficulty of the spell.	Source: CCC-ESP77	Distant Spell	
Familiar (Improved)	Tier: 3	Activation: Active (Action)	Ranked: No	Your character must have purchased the Familiar talent to benefit from this talent.  Your character may suffer 2 strain and make an Easy (◆) Magic Skill check; if successful, see and hear using your familiar's senses for one round, and you may suffer 1 strain per round to extend the duration.  In addition, when the Familiar uses the Assist maneuver with the Character's magic check, the Assist maneuver provides [BO][BO]. The familiar must be within the range granted by ranks in the Familiar talent for your character to use the Familiar (Improved) talent.	Source: CCC-ESP77	Familiar (Improved)	
Forbidden Knowledge	Tier: 3	Activation: Active (Maneuver)	Ranked: No	Once per session, suffer strain no greater than ranks in Knowledge to increase your ranks in Knowledge by an equal number for the purpose of determining the strength of additional effects for the next spell cast during that round. In this case, your temporary ranks in Knowledge may exceed the usual limit of 5.	Source: CCC-Klort	Forbidden Knowledge	
Life or Death	Tier: 3	Activation: Passive	Ranked: No	When your character suffers wounds equal to half of their wound threshold or greater, add [BO] to all combat checks they make.	Source: CCC-Swordbreaker	Life or Death	
Lingering Spell	Tier: 3	Activation: Active (Incidental)	Ranked: No	Spend a Story Point and your character may make concentration maneuver as an incidental.	Source: CCC-TheSapient	Lingering Spell	
Magic Resistance	Tier: 3	Activation: Passive	Ranked: Yes	Whenever you are being targeted by an enemy's spell, the caster adds [SE] to the check. When making a check to resist a negative magic effect, may add [BO] to the check.	Source: CCC-Klort	Magic Resistance	
Maximize Spell	Tier: 3	Activation: Active (Incidental)	Ranked: Yes	Once per session, your character may add [BO] to the skill check to cast a spell once per rank in Maximize Spell.	Source: CCC-ESP77	Maximize Spell	
Overchannel (Improved)	Tier: 3	Activation: Passive	Ranked: No	Your character must have purchased the Overchannel talent to benefit from this talent.  In addition to the effects of Overchannel, you may also add (◆◆) effects. The character gains one Despair (including the associated failure) per (◆◆) effect added in this way rather than increase the difficultly of the check. This is in addition to any [DE] rolled.	Source: CCC-ESP77	Overchannel (Improved	
Pinning Fire	Tier: 3	Activation: Active (Action)	Ranked: Yes	Select a target within range of your currently wielded ranged weapon and make a Pinning Fire action. Until the start of your next turn, the targeted character adds [SE] to their checks for each rank of Pinning Fire, and suffers 1 strain.	Source: CCC-Tom Cruise	Pinning Fire	
Shape Spell	Tier: 3	Activation: Active (Incidental)	Ranked: Yes	When casting a spell with the Blast quality spend [AD] to exclude 1 target that would be affected by the explosion, up to ranks in Shape Spell.	Source: CCC-ESP77	Shape Spell	
Shield Master	Tier: 3	Activation: Active (Maneuver)	Ranked: No	While wielding a shield, your character may take the Shield Master maneuver, suffering 1 Strain. Your shield's Defensive and Deflection qualities increase by one each until the end of your next turn.	Source: CCC-Direach	Shield Master	
Sneak Attack	Tier: 3	Activation: Active (Incidental)	Ranked: No	Once per round when performing the Aim maneuver you may suffer 1 Strain to also add Piece 2 to the Attack, or Increase Pierce of your weapon by 1, for the next Combat check you make this round.	Source: CCC-yeti1069	Sneak Attack	
Turn Undead	Tier: 3	Activation: Active (Action)	Ranked: Yes	As an Action, force all undead creatures within short range (or other creatures deemed appropriate by the GM) to make a fear check with a Difficulty equal to your Discipline. In addition to the normal effects of Fear any targets who fail the check are forced to spend their next turn moving outside the range of the Turn Undead Talent. All maneuvers must be spent on movement including downgrading Actions if possible. Each rank of Turn Undead increases the Range that targets are affected by one Range band.	Source: CCC-ESP77	Turn Undead	
Assassin Strike	Tier: 4	Activation: Active (Incidental)	Ranked: No	After making a successful melee check, may spend a Story Point to disengage from an opponent as an incidental.	Source: CCC-Tom Cruise	Assassin Strike	
Blood Magic (Improved)	Tier: 4	Activation: Active (Incidental)	Ranked: No	Your character must have purchased the Blood Magic talent to benefit from this talent. Once per encounter, suffer an additional 2 wounds while using Blood Magic and add one additional effect with a Difficulty Mod +◆ to a spell without increasing the difficulty.	Source: CCC-ESP77	Blood Magic (Improved)	
Faith Healing	Tier: 4	Activation: Active (Incidental)	Ranked: Yes	After making a skill check to cast a Heal spell, may choose to change one [SU] to [AD] per rank of Faith Healing.	Source: CCC-TheSapient	Light of Heaven	
Familiar (Supreme)	Tier: 4	Activation: Active (Incidental)	Ranked: No	Your character must have purchased the Familiar talent to benefit from this talent. You may spend a Story Point and use your Familiar as the point of origin for casting a spell. The familiar must be within the range granted by ranks in the Familiar talent for your character to use the Familiar (Supreme) talent.	Source: CCC-ESP77	Familiar (Supreme)	
Finesse (Improved)	Tier: 4	Activation: Passive	Ranked: No	Your character must have purchased the Finesse talent to benefit from this talent. Because you can rapidly strike with surgical precision, use Agility instead of Brawn for determining base damage for Brawl and Melee (Light) attacks.	Source: CCC-Dragonshadow	Finesse (Improved)	
Flurry of Blows	Tier: 4	Activation: Active (Maneuver)	Ranked: No	Perform the Flurry of Blows maneuver, suffering strain up to your ranks in Coordination to gain the Linked quality with a rating equal to the amount of strain suffered on your next Melee or Brawl combat check this turn.	Source: CCC-Klort	Flurry of Blows	
Life or Death (Improved)	Tier: 4	Activation: Passive	Ranked: No	Your character must have purchased the Life or Death talent to benefit from this talent. When your character suffers wounds equal to half of their wound threshold or greater, upgrade the ability of all combat checks they make once. This replaces the normal effects of Life or Death.	Source: CCC-Swordbreaker	Life or Death (Improved)	
Mage Hunter	Tier: 4	Activation: Active (Action)	Ranked: Yes	When targeted by a successful curse spell, perform the Mage Hunter action; make a Daunting (◆◆◆◆) Discipline check to remove status. Difficulty reduced per rank of Mage Hunter.	Source: CCC-ESP77	Mage Hunter	
Mystic Theurge (Improved)	Tier: 4	Activation: Passive	Ranked: No	Mystic Theurge no longer limits use of the magic skill to once per encounter.	Source: CCC-yeti1069	Mystic Theurge (Improved)	
Pinning Fire (Improved)	Tier: 4	Activation: Active (Action)	Ranked: No	Your character must have the Pinning Fire talent to benefit from this talent. When making a Pinning Fire action, you may affect a number of targets equal to ranks of Pinning Fire.	Source: CCC-Tom Cruise	Pinning Fire (Improved)	
Quickened Spell	Tier: 4	Activation: Active (Maneuver)	Ranked: No	Once per session, spend 2 strain to make a magic skill check as a maneuver.	Source: CCC-ESP77	Quickened Spell	
Reflexive Barrier	Tier: 4	Activation: Active (Incidental, Out of Turn)	Ranked: No	Once per session, when your character is targeted by an attack, you may cast Barrier as an out of turn incidental.	Source: CCC-ESP77	Reflexive Barrier	
Signature Spell (Improved)	Tier: 4	Activation: Passive	Ranked: No	Your character must have purchased the Signature Spell Talent to benefit from this talent. Reduce the Strain cost to use Signature Spell by 1.	Source: CCC-Richardbuxton	Signature Spell (Improved)	
Sneak Attack (Improved)	Tier: 4	Activation: Active (Incidental)	Ranked: No	Your character must have purchased the Sneak Attack Talent to benefit from this talent. Once per round when performing the Aim maneuver, you may choose to suffer 1 Strain to add Vicious 2, or increase your weapon's Vicious rating by 1, for your next combat check this round. This may be instead of, or in addition to the benefits of Sneak Attack's Pierce option.	Source: CCC-Richardbuxton	Sneak Attack (Improved)	
Vision of the Future	Tier: 4	Activation: Active (Incidental)	Ranked: No	Once per session, after successfully casting a spell, you may spend [AD][AD] or [TR] to add one additional effect to the cast spell, which would normally have increased the difficulty by 1.	Source: CCC-TheSapient	Vision of the Future	
Barbaric Strength	Tier: 5	Activation: Passive	Ranked: No	May use Melee (Heavy) weapons one-handed. Weapons used that way still use the Melee (Heavy) skill.	Source: CCC-Klort	Barbaric Strength	
Blood Magic (Supreme)	Tier: 5	Activation: Active (Incidental)	Ranked: No	Once per session while using Blood Magic, suffer a critical. You may decrease the difficulty of the next spell skill check you make by three to a minimum of Average (◆◆).	Source: CCC-ESP77	Blood Magic (Supreme)	
Bouncing Spell	Tier: 5	Activation: Active (Incidental)	Ranked: No	When your character fails a spell casting skill check that targets another character or NPC, may spend [TR] or [AD][AD][AD] to immediately reroll the attempted spell with a new target.	Source: CCC-TheSapient	Bouncing Spell	
Life or Death (Supreme)	Tier: 5	Activation: Passive	Ranked: No	Your character must have purchased the Life or Death talent to benefit from this talent. The effects of Life or Death activate when your character takes wounds equal to one quarter of their wound threshold, instead of half.	Source: CCC-Swordbreaker	Life or Death (Supreme)	
Sneak Attack (Supreme)	Tier: 5	Activation: Active (Incidental)	Ranked: No	Your character must have purchased the Sneak Attack Talent to benefit from this talent.  Once per encounter you may spend a story point to add [TR] to the results of an Attack Action.  This does not include the [SU] usually associated with [TR].	Source: CCC-Richardbuxton	Sneak Attack (Supreme)	
Turn Undead (Improved)	Tier: 5	Activation: Active (Incidental)	Ranked: No	When taking a Turn Undead action, your character may flip a story point to deal 2 strain damage per rank of Turn Undead to any creatures that failed their fear check. In addition you may perform a Concentration maneuver to maintain the effects in subsequent rounds.	Source: CCC-ESP77	Turn Undead (Improved)	
